sonnet,semantic_only_tortuosity,enhanced_prosody_tortuosity,difference,percent_change,avg_metrical_deviation,rhyme_approach_mean_angle,num_rhyme_words,words_analyzed
1,49.95437134821921,45.08662092263502,-4.867750425584191,-9.744393321762256,2.4285714285714284,2.1237038886740125,9,97
2,53.29734103679136,48.26242712222518,-5.034913914566175,-9.44683884152974,1.7857142857142858,2.0592521881526618,6,105
3,62.20443269730279,52.26180740644396,-9.942625290858835,-15.983789031951016,2.5,2.1049561987180563,10,111
4,43.3945826983968,39.99439468712322,-3.4001880112735847,-7.835512637385503,2.7857142857142856,2.0440777797505256,11,98
5,49.218786296164815,42.60476545442566,-6.614020841739155,-13.438000689290721,2.2857142857142856,2.0352744069547057,9,99
6,43.15512418250758,39.96429880206812,-3.190825380439456,-7.3938505354430655,2.5,1.9793992176642659,6,99
7,43.428052652665144,39.78734370984602,-3.640708942819124,-8.383311524321128,1.5714285714285714,2.1020065369909307,10,95
8,46.09836312958031,41.80863002998969,-4.289733099590613,-9.305608287071664,3.7857142857142856,2.0787940786548678,8,102
9,52.20174549826564,47.9424894086757,-4.25925608958994,-8.15922159103176,2.2857142857142856,2.1152275817804926,8,110
10,65.41553706578213,52.76515162239374,-12.650385443388394,-19.338502763750324,3.5,2.0484361728640743,7,104
11,50.794320949065344,46.645765584912496,-4.148555364152848,-8.16736061559493,3.0714285714285716,2.0266331997592717,7,109
12,72.80080027339976,58.90665708318493,-13.894143190214827,-19.0851517264042,1.8571428571428572,2.047475538109091,11,114
13,64.9035715831875,52.69557288404465,-12.207998699142848,-18.809440530550383,2.5714285714285716,1.9804471144030216,11,106
14,86.85520276607491,70.98069435665073,-15.87450840942418,-18.27698042704318,1.5714285714285714,2.082045723011399,10,105
15,59.15486830211285,49.82896191591023,-9.325906386202625,-15.76523903083312,2.2857142857142856,2.0489423697894953,12,108
16,59.034305768100104,49.78890462494318,-9.245401143156926,-15.661065244800065,2.7857142857142856,2.109108467404928,13,107
17,54.78692997693595,49.973533749799536,-4.8133962271364155,-8.785665174454465,3.0,1.991741543999567,7,113
18,67.81452944341362,54.384897411908646,-13.429632031504973,-19.80347300457351,1.5714285714285714,1.9786547312154323,7,106
19,46.796980129521664,41.70440247668903,-5.092577652832631,-10.882278383642968,2.9285714285714284,2.0544899586389826,8,108
20,47.98481900412354,43.170679096368715,-4.8141399077548215,-10.032631168914323,2.642857142857143,1.948155843888929,6,103
21,52.77074650443331,45.84664920092242,-6.924097303510891,-13.121090305078765,3.0714285714285716,2.055663829275915,8,108
22,72.16315788509277,63.17871367437065,-8.984444210722124,-12.450181607944987,2.9285714285714284,2.03572039695644,12,120
23,70.13459434544332,59.859979056727326,-10.274615288715992,-14.649853449082565,3.7857142857142856,1.9743410500881922,8,107
24,60.20893734566781,51.20495918498328,-9.003978160684532,-14.954554186850121,1.9285714285714286,2.011404332941806,7,112
25,58.781550685738154,51.54985562765759,-7.231695058080561,-12.3026612495188,2.9285714285714284,2.0397934523300623,7,101
26,66.27329684317012,55.21179458713413,-11.061502256035986,-16.69073787322223,2.2142857142857144,2.1054904800202174,12,116
27,50.70508251873816,43.5665900803998,-7.138492438338361,-14.07845542051986,1.6428571428571428,2.0881086867341794,11,107
28,51.448119978182966,46.23121905847055,-5.216900919712415,-10.140119642709372,1.5714285714285714,2.0468326740129554,7,108
29,62.541180127334925,51.80089512781897,-10.740284999515957,-17.17314092514492,2.4285714285714284,2.1123482634411705,8,107
30,67.79590333680882,59.08764719116047,-8.708256145648349,-12.844811732039163,3.0714285714285716,2.112859566449401,7,108
31,70.04553509156227,56.73200788035605,-13.313527211206221,-19.006960534747883,2.642857142857143,2.0787494063451586,10,111
32,73.84313726383424,62.658272615495136,-11.1848646483391,-15.146789617533022,2.5714285714285716,2.133148119730003,8,106
33,46.60424190513108,42.42008944135115,-4.184152463779931,-8.978050693963246,3.7142857142857144,2.099616609274641,12,108
34,49.65008991582498,44.41019776778161,-5.239892148043367,-10.553640802920794,2.2857142857142856,1.997741417460868,9,115
35,63.384559236141335,51.291987810345915,-12.09257142579542,-19.078102887399016,3.5,2.056447393936146,12,104
36,53.21504137418398,46.342028989482344,-6.873012384701639,-12.915544566382536,3.2142857142857144,2.1188114016995834,12,111
37,72.41293669699236,58.36689478356158,-14.046041913430784,-19.3971444249052,2.5,2.0859672787469474,11,113
38,53.59780755642935,46.67291154178349,-6.92489601464586,-12.920110598470144,3.2857142857142856,2.0190727305974088,12,110
39,55.66209319761038,48.152494674011194,-7.509598523599188,-13.49140517755732,3.7142857142857144,2.104608166801363,11,116
40,51.99917902350162,46.17434220879773,-5.824836814703886,-11.201786112952448,3.357142857142857,1.981600101525241,12,117
41,59.78578838274817,49.84534018068079,-9.94044820206738,-16.626774474275898,2.2142857142857144,2.031087430006973,10,106
42,91.16868309120775,69.69868716372768,-21.46999592748007,-23.549748882520188,4.071428571428571,2.1122688153871247,11,127
43,76.56756530377456,61.683477194934184,-14.884088108840373,-19.43915553510049,1.7142857142857142,2.1780894663825374,13,121
44,55.4187639064313,50.79172176735602,-4.627042139075279,-8.349233748496355,2.642857142857143,2.057639078492708,11,114
45,52.22848021257443,44.40800799059385,-7.82047222198058,-14.973577998346077,2.7857142857142856,2.087220931517113,9,99
46,58.87818703482408,52.94293001711752,-5.9352570177065616,-10.080570269930519,1.7142857142857142,2.0673690372619005,10,110
47,47.354951977265124,44.539169324040415,-2.8157826532247086,-5.9461208081819015,2.642857142857143,1.9780504038934204,10,117
48,58.703895239465275,50.44727096500175,-8.256624274463526,-14.064866123079323,1.5,1.9989513526842464,12,115
49,61.116750165733784,51.5452578605131,-9.571492305220687,-15.660996828635563,2.0,2.0709269779442105,13,112
50,54.9573931525849,48.05189782070238,-6.90549533188252,-12.565179925310419,1.7857142857142858,1.966529534124779,11,114
51,82.16371772209324,68.17064932285905,-13.99306839923419,-17.030714757289463,3.857142857142857,1.9893635804385132,11,114
52,62.77849442469538,50.92811734489026,-11.85037707980512,-18.87649136603617,2.7142857142857144,2.0325502257111476,11,106
53,55.61107507313557,47.29537223706751,-8.315702836068056,-14.953321483412898,2.7857142857142856,2.0040773607853124,13,106
54,54.78986262471641,46.49487983755146,-8.294982787164955,-15.139630562648975,3.9285714285714284,2.0052789895558045,12,110
55,53.67207595770266,48.347788311634034,-5.324287646068626,-9.920032998657508,3.4285714285714284,2.0909692208521977,10,101
56,59.900247010175654,53.3841419673365,-6.516105042839158,-10.878260721916929,2.7142857142857144,2.0712681799122463,9,106
57,60.743776206863565,50.83254947447704,-9.911226732386524,-16.31644812241132,2.857142857142857,2.0695183042730814,13,116
58,77.89912207225325,60.26820681650197,-17.630915255751276,-22.633008930958415,3.0714285714285716,2.0136207949192144,11,109
59,52.41508797296824,45.363316373883336,-7.051771599084901,-13.453705548909268,4.785714285714286,2.0563824377541873,12,106
60,56.54757765906862,47.848432741898726,-8.699144917169896,-15.383762271158579,1.6428571428571428,2.0572827892951744,10,104
61,62.930784915982834,53.81708269331527,-9.113702222667563,-14.482104799479329,2.5714285714285716,2.017998782199368,13,120
62,43.58771811953216,38.915768716831444,-4.671949402700719,-10.718499623881812,3.5,2.053547097530858,9,102
63,41.4074652713173,37.06576939412973,-4.341695877187568,-10.485297394417028,1.7857142857142858,1.9843884512458057,8,99
64,58.51937728814002,49.228995679879894,-9.290381608260127,-15.875735591846404,1.9285714285714286,1.9935345562555833,11,107
65,53.60544829150964,46.41753564847217,-7.187912643037471,-13.408921802032456,2.2857142857142856,2.0245943756016014,11,108
66,35.24358470166638,30.70656026517573,-4.537024436490647,-12.87333418236576,2.5714285714285716,2.096580056410319,7,82
67,52.33882278318177,45.19704536920493,-7.14177741397684,-13.645277127386468,2.7142857142857144,2.0099294070462768,13,105
68,52.248466020829156,45.37177239642699,-6.876693624402165,-13.161522525198599,2.0714285714285716,2.0416070735264573,12,106
69,59.14682287183192,51.4300431404688,-7.7167797313631254,-13.04682036444288,2.4285714285714284,2.096036995846189,12,121
70,49.124679693438715,44.695687465581955,-4.42899222785676,-9.015819045530211,3.642857142857143,2.0023749958627675,5,100
71,66.26901544482108,56.131340782346186,-10.137674662474893,-15.297759585572887,2.9285714285714284,2.0017122184477008,14,123
72,54.091333583063275,47.682097332705204,-6.40923625035807,-11.848915206566266,3.7142857142857144,2.1088931260958232,14,119
73,69.58827768760517,56.45878334329289,-13.129494344312278,-18.867393734406015,2.7857142857142856,1.9712664590020632,6,112
74,71.31265548907635,57.318744105755094,-13.993911383321255,-19.623321116495006,2.142857142857143,1.9754405829485926,12,111
75,67.47610127752382,55.91250307281177,-11.563598204712058,-17.137324157410784,3.0,2.0733025751265957,11,114
76,58.72450320592533,50.20295101767238,-8.521552188252947,-14.511067310984282,2.4285714285714284,2.103942859546954,13,113
77,43.98150302076291,39.37843195641969,-4.603071064343219,-10.465924873395501,2.9285714285714284,2.0921079369049855,10,103
78,58.336422530350646,48.36817912258985,-9.968243407760795,-17.087512355723604,2.142857142857143,2.0618788392619423,12,108
79,55.96315781788019,48.72236359513391,-7.240794222746274,-12.93850187351802,2.2142857142857144,2.1016094981201237,13,116
80,50.908740042560176,45.10016570096666,-5.808574341593513,-11.409778235991483,3.642857142857143,2.0980044047506503,12,114
81,77.0291616355929,60.09354337647336,-16.935618259119536,-21.985982840158666,2.2142857142857144,2.0036717690672186,12,115
82,67.20002307727609,56.92258112596889,-10.277441951307196,-15.29380717546591,2.857142857142857,2.0557351791630962,7,98
83,60.52388652646125,51.712378558507275,-8.811507967953972,-14.558727923233336,2.0,2.05304425605467,13,115
84,60.8683119722408,51.81454422293684,-9.053767749303958,-14.87435326518166,3.2857142857142856,2.014216682932959,14,115
85,55.786797076913366,46.96124578673986,-8.825551290173507,-15.820143389852086,1.8571428571428572,2.120016447194863,8,101
86,56.58806482947431,48.33462836733667,-8.253436462137643,-14.585118764900368,3.2142857142857144,2.043942999712026,12,108
87,51.28300950449581,45.32600884862803,-5.95700065586778,-11.615934231288728,3.0,2.0564944981860545,11,114
88,59.1869193129065,49.8999211002183,-9.286998212688196,-15.69096401789414,2.5,2.0141489322436583,10,108
89,61.01312012878056,54.11387164567411,-6.899248483106447,-11.30781128476004,2.142857142857143,1.9804319239032608,11,109
90,101.56796486724089,78.7968135248445,-22.771151342396394,-22.419619583950983,2.357142857142857,2.0707976156718795,8,115
91,66.99671658819517,54.74162345374173,-12.255093134453439,-18.292080207125835,2.0714285714285716,2.1018443781749716,10,110
92,115.49744843697398,76.33060873405303,-39.16683970292095,-33.911432878358326,2.4285714285714284,2.085581401136999,13,118
93,71.15657375158253,56.41393529310223,-14.7426384584803,-20.71858955709264,2.2142857142857144,2.1716331206831323,9,107
94,46.4720049660887,41.17397238838964,-5.298032577699054,-11.400482035507412,2.642857142857143,1.997227801080563,11,103
95,45.15271468921452,42.28546059872374,-2.867254090490782,-6.350125590955162,2.7857142857142856,2.1061386249627083,12,110
96,63.29548114527358,53.19779969262589,-10.097681452647684,-15.953242269336476,2.2857142857142856,2.09390374037171,9,115
97,47.89114005348058,43.70519722364221,-4.185942829838368,-8.740537028694407,2.5,2.101688014842398,7,99
98,51.59327708337224,45.2701348696852,-6.323142213687042,-12.255748367116029,2.2857142857142856,1.9264213042337603,9,111
99,73.21902576979298,63.60376711226134,-9.61525865753164,-13.132186008269016,3.4,2.053354454060582,9,118
100,46.3916230632085,42.9375280003368,-3.4540950628717013,-7.445514588195165,3.2142857142857144,2.105002676970457,9,106
101,69.18433666202218,55.30319868231827,-13.881137979703908,-20.06398940776977,2.5714285714285716,2.074826937040018,8,107
102,56.5734408982186,48.92236139851949,-7.651079499699108,-13.524154405711652,1.2142857142857142,2.063589300364003,10,113
103,61.28725425589794,52.30953816430017,-8.97771609159777,-14.648585910069231,1.9285714285714286,2.0323895243757386,13,116
104,59.37130715032062,53.15288109504719,-6.218426055273426,-10.473790040581656,2.7857142857142856,2.06435494170687,6,109
105,57.15455899449891,46.85387967130763,-10.300679323191282,-18.02249812509745,2.9285714285714284,2.176247285111449,8,96
106,55.390308254838864,47.73379978287125,-7.656508471967612,-13.822830587513014,1.9285714285714286,2.104341385722823,12,108
107,52.21547675992377,47.42744849385702,-4.788028266066746,-9.169749206889625,3.142857142857143,2.125219312017393,8,107
108,56.07282612760718,48.098461236970955,-7.974364890636224,-14.221442793856406,2.642857142857143,2.0613593646322537,8,109
109,64.52372969427789,53.08359849524206,-11.440131199035832,-17.730114569075152,2.5714285714285716,1.965159398631448,9,111
110,56.790751721991086,48.670543097539856,-8.12020862445123,-14.298470047028522,3.7142857142857144,2.0255903390959364,9,114
111,66.08594640124792,53.17617664935526,-12.90976975189266,-19.534818603503997,3.9285714285714284,2.1043616591865346,10,106
112,52.515602867888724,45.57749095595535,-6.938111911933376,-13.211524828891882,2.357142857142857,2.027693929482817,9,108
113,60.20260736964781,51.58673910365663,-8.615868265991175,-14.311453676896749,3.0714285714285716,2.0538601452923775,12,115
114,60.41285863825378,50.367456918774344,-10.045401719479436,-16.627919859959462,3.0714285714285716,1.994705150312213,9,107
115,52.30320141885413,45.52898307948563,-6.7742183393685025,-12.951823512903646,3.7142857142857144,2.073302492888312,8,108
116,55.738011540872876,48.22004394896931,-7.517967591903563,-13.488044126566322,2.7857142857142856,2.066980128669706,8,102
117,51.60890315797456,45.17992059657137,-6.428982561403188,-12.457119155824934,2.2142857142857144,2.1500428531562883,12,108
118,68.61352888953563,55.21274655926082,-13.400782330274808,-19.530816366914173,3.5714285714285716,2.065315181938037,10,108
119,51.96393350842477,45.54144316997699,-6.42249033844778,-12.35951535001968,2.2142857142857144,2.107355542255074,11,110
120,78.5751714203294,61.1243034564359,-17.4508679638935,-22.209137630183413,2.5714285714285716,2.125968164384423,9,111
121,45.879908055248364,40.483829789729405,-5.396078265518959,-11.761310112088777,2.4285714285714284,1.988549328437092,10,110
122,63.966798577667795,51.39280496837805,-12.573993609289744,-19.657062552571762,3.357142857142857,2.012352420432796,11,102
123,65.82728832267182,54.99354094842209,-10.833747374249732,-16.457836332471924,2.4285714285714284,2.079168708061382,14,116
124,55.31597131862812,46.968205134193035,-8.347766184435088,-15.091059571838173,3.357142857142857,1.9117360999874968,9,102
125,53.04678803819939,47.92158535681604,-5.12520268138335,-9.661664487004666,3.5714285714285716,2.0685810949328496,11,102
126,55.880410289199574,45.44690729442477,-10.433502994774805,-18.671128112299073,2.5,2.144415608813932,8,91
127,81.43534616299029,60.20327922661591,-21.232066936374373,-26.072298991495728,2.9285714285714284,2.176845137729886,6,103
128,45.86919548734037,40.875558904142885,-4.993636583197485,-10.886688833632803,2.2142857142857144,2.0612518818709873,9,106
129,53.334427595775026,45.50191471299327,-7.8325128827817565,-14.685660343343072,3.2142857142857144,2.1095822588908932,10,106
130,59.155354559932384,51.5690704098166,-7.586284150115787,-12.824340596978173,1.8571428571428572,2.038754219819155,12,121
131,54.28101293301456,47.62376187879465,-6.6572510542199055,-12.264419351266124,1.5,2.018261041487466,11,116
132,48.70772678389506,43.54952070248383,-5.15820608141123,-10.590118697793061,2.4285714285714284,2.048941483100474,14,114
133,59.425909786750914,50.380358559555845,-9.04555122719507,-15.221561200585587,3.5,1.9930749951143423,7,114
134,62.916934298483085,52.38266170334673,-10.534272595136358,-16.743143499587738,3.4285714285714284,2.086238918661821,9,115
135,58.00530893692175,51.56462455837461,-6.4406843785471395,-11.103611887579296,3.0714285714285716,2.1019396671810924,8,107
136,90.28199448620308,74.49330606903091,-15.788688417172168,-17.488191867078214,2.9285714285714284,2.0233248027806434,8,117
137,72.92652350243466,63.20189509873686,-9.7246284036978,-13.334830644125168,2.857142857142857,2.0138163634343593,8,118
138,80.48573350165788,67.2976865593607,-13.188046942297177,-16.385570918634325,2.857142857142857,2.0204173907520055,9,112
139,53.846600301675736,47.2892067434313,-6.557393558244435,-12.177915637211298,3.2857142857142856,2.018700412399583,11,117
140,52.32756400986399,46.06562638570853,-6.261937624155458,-11.966805148764527,2.857142857142857,2.0470857172245345,11,115
141,56.55573999944691,49.05505603224379,-7.500683967203116,-13.262462779686853,2.2142857142857144,2.0632083198332722,10,114
142,52.43794400992023,48.04278022037699,-4.39516378954324,-8.381647817297644,3.7857142857142856,2.0649739323406004,9,110
143,63.968589098362095,53.356010500705395,-10.6125785976567,-16.59029649901788,3.5714285714285716,2.037672063058214,9,114
144,55.41585945951181,47.55708253738238,-7.8587769221294295,-14.181458157968741,2.2857142857142856,2.1006922133694013,9,108
145,48.73113497744488,42.12021467969684,-6.610920297748038,-13.566111892956917,3.2857142857142856,2.1390789414409372,7,84
146,62.494131769221504,55.36213598715338,-7.131995782068124,-11.412264768162835,1.5714285714285714,1.978778015376026,11,109
147,53.19467415289232,45.67304965028383,-7.521624502608489,-14.139807457020623,2.7857142857142856,1.982942054614882,11,104
148,59.99221442574098,54.44487137359836,-5.547343052142622,-9.246771610688223,3.5714285714285716,2.0568808279022237,10,118
149,60.02342419190499,54.252435715997805,-5.770988475907181,-9.61456057131356,2.642857142857143,2.0468333945667934,11,116
150,71.50700383511447,61.80994670422839,-9.697057130886087,-13.560989288890072,2.5714285714285716,2.010565842653492,11,115
151,57.44459708925155,52.17400065038886,-5.27059643886269,-9.175095145456021,3.2142857142857144,2.055816791368161,12,117
152,65.99669354055489,55.543855611627166,-10.452837928927721,-15.838426697095764,2.7857142857142856,2.1267408237090217,10,120
153,44.729847276235276,40.56646030237345,-4.163386973861826,-9.307849741024738,3.142857142857143,2.092868489442541,7,100
154,74.86429122894874,60.20607218554328,-14.658219043405467,-19.579720588789044,3.533333333333333,2.121575394683673,6,104
